JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456683.63788,9.200,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.105,Z,11.614,12.401,,RW AUR,AAVSO,STD,,,,
2456683.63825,10.345,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.105,Z,11.466,12.060,,RW AUR,AAVSO,STD,,,,
2456683.63856,9.189,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.104,Z,11.627,12.397,,RW AUR,AAVSO,STD,,,,
2456683.63892,10.342,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.103,Z,11.467,12.074,,RW AUR,AAVSO,STD,,,,
2456683.63923,9.185,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.103,Z,11.630,12.376,,RW AUR,AAVSO,STD,,,,
2456683.63960,10.353,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.102,Z,11.460,12.046,,RW AUR,AAVSO,STD,,,,
2456683.63991,9.187,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.101,Z,11.623,12.377,,RW AUR,AAVSO,STD,,,,
2456683.64027,10.339,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.101,Z,11.464,12.065,,RW AUR,AAVSO,STD,,,,
2456683.64058,9.196,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.100,Z,11.615,12.391,,RW AUR,AAVSO,STD,,,,
2456683.64095,10.367,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.099,Z,11.451,12.064,,RW AUR,AAVSO,STD,,,,
2456683.64125,9.186,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.099,Z,11.628,12.386,,RW AUR,AAVSO,STD,,,,
2456683.64162,10.344,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.098,Z,11.460,12.058,,RW AUR,AAVSO,STD,,,,
2456683.64193,9.192,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.097,Z,11.629,12.392,,RW AUR,AAVSO,STD,,,,
2456683.64229,10.356,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.097,Z,11.467,12.075,,RW AUR,AAVSO,STD,,,,
2456683.64260,9.190,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.096,Z,11.630,12.391,,RW AUR,AAVSO,STD,,,,
2456683.64297,10.359,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.096,Z,11.465,12.061,,RW AUR,AAVSO,STD,,,,
2456683.64328,9.201,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.095,Z,11.627,12.405,,RW AUR,AAVSO,STD,,,,
2456683.64364,10.360,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.094,Z,11.461,12.065,,RW AUR,AAVSO,STD,,,,
2456683.64395,9.203,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.094,Z,11.624,12.390,,RW AUR,AAVSO,STD,,,,
2456683.64432,10.353,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.093,Z,11.461,12.076,,RW AUR,AAVSO,STD,,,,
2456683.64462,9.191,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.093,Z,11.630,12.409,,RW AUR,AAVSO,STD,,,,
2456683.64499,10.349,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.092,Z,11.472,12.080,,RW AUR,AAVSO,STD,,,,
2456683.64530,9.212,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.091,Z,11.621,12.402,,RW AUR,AAVSO,STD,,,,
2456683.64567,10.350,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.091,Z,11.461,12.072,,RW AUR,AAVSO,STD,,,,
2456683.64597,9.197,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.090,Z,11.629,12.380,,RW AUR,AAVSO,STD,,,,
2456683.64634,10.358,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.090,Z,11.461,12.067,,RW AUR,AAVSO,STD,,,,
2456683.64665,9.206,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.089,Z,11.628,12.409,,RW AUR,AAVSO,STD,,,,
2456683.64701,10.354,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.088,Z,11.462,12.070,,RW AUR,AAVSO,STD,,,,
2456683.64732,9.205,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.088,Z,11.620,12.409,,RW AUR,AAVSO,STD,,,,
2456683.64769,10.329,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.087,Z,11.472,12.077,,RW AUR,AAVSO,STD,,,,
2456683.64800,9.202,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.087,Z,11.633,12.400,,RW AUR,AAVSO,STD,,,,
2456683.64836,10.349,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.086,Z,11.461,12.076,,RW AUR,AAVSO,STD,,,,
2456683.64867,9.192,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.086,Z,11.634,12.393,,RW AUR,AAVSO,STD,,,,
2456683.64904,10.336,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.085,Z,11.479,12.083,,RW AUR,AAVSO,STD,,,,
2456683.64934,9.185,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.084,Z,11.638,12.401,,RW AUR,AAVSO,STD,,,,
2456683.64971,10.336,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.084,Z,11.480,12.079,,RW AUR,AAVSO,STD,,,,
2456683.65002,9.203,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.083,Z,11.627,12.415,,RW AUR,AAVSO,STD,,,,
2456683.65038,10.339,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.083,Z,11.480,12.073,,RW AUR,AAVSO,STD,,,,
2456683.65069,9.187,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.082,Z,11.642,12.416,,RW AUR,AAVSO,STD,,,,
2456683.65106,10.335,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.082,Z,11.477,12.087,,RW AUR,AAVSO,STD,,,,
2456683.65137,9.196,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.081,Z,11.630,12.419,,RW AUR,AAVSO,STD,,,,
2456683.65173,10.335,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.081,Z,11.489,12.100,,RW AUR,AAVSO,STD,,,,
2456683.65204,9.207,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.080,Z,11.649,12.419,,RW AUR,AAVSO,STD,,,,
2456683.65241,10.345,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.080,Z,11.484,12.084,,RW AUR,AAVSO,STD,,,,
2456683.65271,9.195,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.079,Z,11.653,12.408,,RW AUR,AAVSO,STD,,,,
2456683.65308,10.340,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.079,Z,11.489,12.076,,RW AUR,AAVSO,STD,,,,
2456683.65339,9.205,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.078,Z,11.642,12.422,,RW AUR,AAVSO,STD,,,,
2456683.65375,10.354,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.077,Z,11.484,12.085,,RW AUR,AAVSO,STD,,,,
2456683.65406,9.209,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.077,Z,11.639,12.434,,RW AUR,AAVSO,STD,,,,
2456683.65443,10.348,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.076,Z,11.502,12.098,,RW AUR,AAVSO,STD,,,,
2456683.65474,9.203,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.076,Z,11.658,12.433,,RW AUR,AAVSO,STD,,,,
2456683.65510,10.345,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.075,Z,11.495,12.104,,RW AUR,AAVSO,STD,,,,
2456683.65541,9.196,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.075,Z,11.664,12.427,,RW AUR,AAVSO,STD,,,,
2456683.65877,10.329,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.070,Z,11.502,12.119,,RW AUR,AAVSO,STD,,,,
2456683.65908,9.197,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.070,Z,11.659,12.457,,RW AUR,AAVSO,STD,,,,
2456683.65944,10.333,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.069,Z,11.499,12.108,,RW AUR,AAVSO,STD,,,,
2456683.65975,9.185,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.069,Z,11.668,12.447,,RW AUR,AAVSO,STD,,,,
2456683.66012,10.332,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.068,Z,11.498,12.112,,RW AUR,AAVSO,STD,,,,
2456683.66042,9.189,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.068,Z,11.662,12.451,,RW AUR,AAVSO,STD,,,,
2456683.66079,10.326,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.068,Z,11.494,12.109,,RW AUR,AAVSO,STD,,,,
2456683.66110,9.192,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.067,Z,11.656,12.441,,RW AUR,AAVSO,STD,,,,
2456683.66147,10.319,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.067,Z,11.493,12.101,,RW AUR,AAVSO,STD,,,,
2456683.66178,9.202,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.066,Z,11.651,12.442,,RW AUR,AAVSO,STD,,,,
2456683.66214,10.289,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.066,Z,11.519,12.107,,RW AUR,AAVSO,STD,,,,
2456683.66245,9.178,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.066,Z,11.664,12.445,,RW AUR,AAVSO,STD,,,,
2456683.66282,10.315,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.065,Z,11.497,12.106,,RW AUR,AAVSO,STD,,,,
2456683.66312,9.196,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.065,Z,11.647,12.440,,RW AUR,AAVSO,STD,,,,
2456683.66349,10.315,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.064,Z,11.492,12.103,,RW AUR,AAVSO,STD,,,,
2456683.66380,9.180,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.064,Z,11.657,12.448,,RW AUR,AAVSO,STD,,,,
2456683.66416,10.308,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.063,Z,11.503,12.102,,RW AUR,AAVSO,STD,,,,
2456683.66447,9.192,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.063,Z,11.653,12.431,,RW AUR,AAVSO,STD,,,,
2456683.66484,10.323,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.063,Z,11.482,12.091,,RW AUR,AAVSO,STD,,,,
2456683.66515,9.189,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.062,Z,11.647,12.438,,RW AUR,AAVSO,STD,,,,
2456683.66551,10.327,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.062,Z,11.482,12.086,,RW AUR,AAVSO,STD,,,,
2456683.66582,9.188,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.061,Z,11.652,12.430,,RW AUR,AAVSO,STD,,,,
2456683.66619,10.326,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.061,Z,11.488,12.099,,RW AUR,AAVSO,STD,,,,
2456683.66650,9.187,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.061,Z,11.651,12.433,,RW AUR,AAVSO,STD,,,,
2456683.66686,10.325,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.060,Z,11.491,12.083,,RW AUR,AAVSO,STD,,,,
2456683.66717,9.198,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.060,Z,11.639,12.427,,RW AUR,AAVSO,STD,,,,
2456683.66754,10.343,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.060,Z,11.478,12.087,,RW AUR,AAVSO,STD,,,,
2456683.66785,9.199,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.059,Z,11.641,12.416,,RW AUR,AAVSO,STD,,,,
2456683.66822,10.341,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.059,Z,11.483,12.085,,RW AUR,AAVSO,STD,,,,
2456683.66853,9.197,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.058,Z,11.639,12.413,,RW AUR,AAVSO,STD,,,,
2456683.66890,10.336,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.058,Z,11.478,12.082,,RW AUR,AAVSO,STD,,,,
2456683.66920,9.185,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.058,Z,11.645,12.408,,RW AUR,AAVSO,STD,,,,
2456683.66957,10.341,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.057,Z,11.477,12.077,,RW AUR,AAVSO,STD,,,,
2456683.66988,9.191,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.057,Z,11.653,12.435,,RW AUR,AAVSO,STD,,,,
2456683.67024,10.353,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.057,Z,11.474,12.085,,RW AUR,AAVSO,STD,,,,
2456683.67055,9.195,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.056,Z,11.653,12.439,,RW AUR,AAVSO,STD,,,,
2456683.67092,10.343,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.056,Z,11.480,12.084,,RW AUR,AAVSO,STD,,,,
2456683.67123,9.195,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.056,Z,11.645,12.435,,RW AUR,AAVSO,STD,,,,
2456683.67159,10.362,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.055,Z,11.472,12.080,,RW AUR,AAVSO,STD,,,,
2456683.67190,9.194,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.055,Z,11.648,12.422,,RW AUR,AAVSO,STD,,,,
2456683.67227,10.344,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.055,Z,11.474,12.090,,RW AUR,AAVSO,STD,,,,
2456683.67258,9.198,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.054,Z,11.639,12.401,,RW AUR,AAVSO,STD,,,,
2456683.67294,10.359,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.054,Z,11.468,12.089,,RW AUR,AAVSO,STD,,,,
2456683.67325,9.209,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.054,Z,11.634,12.416,,RW AUR,AAVSO,STD,,,,
2456683.67362,10.353,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.053,Z,11.478,12.094,,RW AUR,AAVSO,STD,,,,
2456683.67392,9.188,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.053,Z,11.647,12.426,,RW AUR,AAVSO,STD,,,,
2456683.67429,10.347,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.053,Z,11.480,12.078,,RW AUR,AAVSO,STD,,,,
2456683.67460,9.188,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.052,Z,11.647,12.420,,RW AUR,AAVSO,STD,,,,
2456683.67496,10.354,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.052,Z,11.476,12.086,,RW AUR,AAVSO,STD,,,,
2456683.67527,9.203,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.052,Z,11.642,12.428,,RW AUR,AAVSO,STD,,,,
2456683.67564,10.355,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.051,Z,11.485,12.098,,RW AUR,AAVSO,STD,,,,
2456683.67595,9.207,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.051,Z,11.634,12.413,,RW AUR,AAVSO,STD,,,,
2456683.67631,10.350,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.051,Z,11.483,12.095,,RW AUR,AAVSO,STD,,,,
2456683.67662,9.201,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.051,Z,11.651,12.421,,RW AUR,AAVSO,STD,,,,
2456683.67699,10.355,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.050,Z,11.479,12.085,,RW AUR,AAVSO,STD,,,,
2456683.67730,9.217,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.050,Z,11.629,12.412,,RW AUR,AAVSO,STD,,,,
2456683.67766,10.348,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.050,Z,11.474,12.076,,RW AUR,AAVSO,STD,,,,
2456683.67797,9.207,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.049,Z,11.635,12.424,,RW AUR,AAVSO,STD,,,,
2456683.67834,10.342,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.049,Z,11.483,12.084,,RW AUR,AAVSO,STD,,,,
2456683.67864,9.199,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.049,Z,11.646,12.418,,RW AUR,AAVSO,STD,,,,
2456683.67901,10.347,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.049,Z,11.481,12.088,,RW AUR,AAVSO,STD,,,,
2456683.67932,9.194,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.048,Z,11.650,12.426,,RW AUR,AAVSO,STD,,,,
2456683.67968,10.347,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.048,Z,11.473,12.089,,RW AUR,AAVSO,STD,,,,
2456683.67999,9.201,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.048,Z,11.625,12.413,,RW AUR,AAVSO,STD,,,,
2456683.68036,10.345,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.048,Z,11.471,12.080,,RW AUR,AAVSO,STD,,,,
2456683.68067,9.198,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.047,Z,11.634,12.399,,RW AUR,AAVSO,STD,,,,
2456683.68103,10.352,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.047,Z,11.473,12.085,,RW AUR,AAVSO,STD,,,,
2456683.68134,9.199,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.047,Z,11.636,12.414,,RW AUR,AAVSO,STD,,,,
2456683.68171,10.345,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.047,Z,11.476,12.082,,RW AUR,AAVSO,STD,,,,
2456683.68201,9.205,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.046,Z,11.631,12.426,,RW AUR,AAVSO,STD,,,,
2456683.68238,10.352,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.046,Z,11.508,12.119,,RW AUR,AAVSO,STD,,,,
2456683.68269,9.184,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.046,Z,11.661,12.430,,RW AUR,AAVSO,STD,,,,
2456683.68306,10.348,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.046,Z,11.484,12.092,,RW AUR,AAVSO,STD,,,,
2456683.68337,9.196,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.045,Z,11.638,12.425,,RW AUR,AAVSO,STD,,,,
2456683.68373,10.342,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.045,Z,11.485,12.094,,RW AUR,AAVSO,STD,,,,
2456683.68404,9.191,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.045,Z,11.631,12.408,,RW AUR,AAVSO,STD,,,,
2456683.68441,10.342,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.045,Z,11.471,12.087,,RW AUR,AAVSO,STD,,,,
2456683.68471,9.192,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.045,Z,11.632,12.410,,RW AUR,AAVSO,STD,,,,
2456683.68508,10.319,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.044,Z,11.475,12.074,,RW AUR,AAVSO,STD,,,,
2456683.68539,9.199,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.044,Z,11.632,12.410,,RW AUR,AAVSO,STD,,,,
2456683.68575,10.332,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.044,Z,11.463,12.070,,RW AUR,AAVSO,STD,,,,
2456683.68606,9.208,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.044,Z,11.617,12.417,,RW AUR,AAVSO,STD,,,,
2456683.68643,10.334,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.044,Z,11.462,12.070,,RW AUR,AAVSO,STD,,,,
2456683.68674,9.185,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.043,Z,11.624,12.408,,RW AUR,AAVSO,STD,,,,
2456683.68710,10.340,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.043,Z,11.450,12.069,,RW AUR,AAVSO,STD,,,,
2456683.68741,9.197,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.043,Z,11.611,12.391,,RW AUR,AAVSO,STD,,,,
2456683.68778,10.325,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.043,Z,11.455,12.068,,RW AUR,AAVSO,STD,,,,
2456683.68808,9.190,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.043,Z,11.616,12.388,,RW AUR,AAVSO,STD,,,,
2456683.68845,10.298,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.042,Z,11.460,12.059,,RW AUR,AAVSO,STD,,,,
2456683.68876,9.183,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.042,Z,11.616,12.392,,RW AUR,AAVSO,STD,,,,
2456683.68913,10.318,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.042,Z,11.447,12.058,,RW AUR,AAVSO,STD,,,,
2456683.68943,9.179,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.042,Z,11.619,12.406,,RW AUR,AAVSO,STD,,,,
2456683.68980,10.302,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.042,Z,11.451,12.067,,RW AUR,AAVSO,STD,,,,
2456683.69011,9.185,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.042,Z,11.609,12.387,,RW AUR,AAVSO,STD,,,,
2456683.69048,10.306,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.041,Z,11.444,12.059,,RW AUR,AAVSO,STD,,,,
2456683.69079,9.166,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.041,Z,11.623,12.404,,RW AUR,AAVSO,STD,,,,
2456683.69116,10.301,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.041,Z,11.450,12.063,,RW AUR,AAVSO,STD,,,,
2456683.69147,9.176,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.041,Z,11.609,12.388,,RW AUR,AAVSO,STD,,,,
2456683.69184,10.283,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.041,Z,11.458,12.054,,RW AUR,AAVSO,STD,,,,
2456683.69215,9.189,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.041,Z,11.604,12.405,,RW AUR,AAVSO,STD,,,,
2456683.69252,10.306,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.444,12.066,,RW AUR,AAVSO,STD,,,,
2456683.69283,9.180,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.610,12.381,,RW AUR,AAVSO,STD,,,,
2456683.69319,10.302,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.458,12.062,,RW AUR,AAVSO,STD,,,,
2456683.69350,9.176,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.618,12.398,,RW AUR,AAVSO,STD,,,,
2456683.69387,10.290,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.456,12.055,,RW AUR,AAVSO,STD,,,,
2456683.69418,9.179,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.615,12.406,,RW AUR,AAVSO,STD,,,,
2456683.69454,10.293,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.040,Z,11.454,12.062,,RW AUR,AAVSO,STD,,,,
2456683.69485,9.160,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.629,12.402,,RW AUR,AAVSO,STD,,,,
2456683.69522,10.298,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.463,12.070,,RW AUR,AAVSO,STD,,,,
2456683.69552,9.174,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.629,12.401,,RW AUR,AAVSO,STD,,,,
2456683.69589,10.298,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.454,12.069,,RW AUR,AAVSO,STD,,,,
2456683.69620,9.181,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.620,12.406,,RW AUR,AAVSO,STD,,,,
2456683.69656,10.298,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.465,12.073,,RW AUR,AAVSO,STD,,,,
2456683.69687,9.170,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.630,12.415,,RW AUR,AAVSO,STD,,,,
2456683.69724,10.295,0.004,,V,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.461,12.053,,RW AUR,AAVSO,STD,,,,
2456683.69755,9.181,0.005,,I,CTX,,000-BBH-947,000-BBH-938,12956BL,,0,1.039,Z,11.623,12.405,,RW AUR,AAVSO,STD,,,,
